DATE ARRET;CDGI;QUARTIER;TYPE DE VOIE;PREFIXE de VOIE;NOM de VOIE;Libellé VOIE;CVOIE;HISTORIQUE;LARGEUR;LONG;DETAIL;ARRONDISSEMENT;STATUT PRESUME;DEBUT;FIN
1905-07-18T01:00:00+01:00;6471;Saint-Victor. Sorbonne.;port;de;montebello;port de Montebello;6399;"Orig. du nom. ~ Voisinage du quai de Montebello.
Historique. ~ Il a porté les noms de port aux Mulets et de port de l'Evêque.";6.5;380.0;Dénomination. ~ Déc. préf. du 18 juillet 1905.;Ve;voie publique;pont de l'Archevêché.;au Petit Pont.
;6472;Saint-Victor. Sorbonne.;quai;de;montebello;quai de Montebello;6400;"Orig. du nom. ~ Jean Lannes, duc de Montebello, né en 1769, tué à la bataille d'Essling, le 22 mai 1809.
Historique. ~ Précédemment quai de la Bûcherie.
Site classé. ~ Square René-Viviani.";15.0;314.0;Alignements (non retenus au POS et non repris au PLU). ~ Ord. du 29 avril 1839 (UP), entre les rues des Grands Degrés et du Haut Pavé. Déc. min. du 5 octobre 1818, entre la rue du Haut Pavé et le n° 19 inclus. Déc. du 19 août 1887, entre le n° 19 et la rue Lagrange. Le quai de Montebello a été élargi entre la rue Lagrange et la rue Saint-Julien le Pauvre lors de la création d'un square aux abords de l'église Saint-Julien le Pauvre.;Ve;voie publique;rue des Grands Degrés, 2.;place du Petit Pont et Petit Pont - Cardinal Lustiger..
;5690;Gare.;square;du;limousin;square du Limousin;5629;"Orig. du nom. ~ Ancienne province de France.
Historique. ~ Ouvert par la Ville de Paris sur l'emplacement du bastion 91.";16.0;138.0;"Ouverture. ~ Ouvert en 1932.
Dénomination. ~ Voie dénommée en 1932.";XIIIe;voie privée;avenue de la Porte de Vitry, 17.;rue Darmesteter, 6.
1907-06-24T01:00:00+01:00;1720;Gros Caillou.;rue;;champfleury;rue Champfleury;1724;"Orig. du nom. ~ Jules François Félix Husson, dit Fleury, dit Champfleury (1821-1889), littérateur français, conservateur des collections de la manufacture de Sèvres.
Historique. ~ Ouverte par la Ville de Paris, sur les terrains détachés du Champ de Mars.
Site classé. ~ Le parc du Champ de Mars a été classé comme site par arr. min. du 22 octobre 1956.";12.0;95.0;"Ouverture. ~ Ouverte en 1907.
Classement, alignements (non retenus au POS et non repris au PLU) et nivellement. ~ Déc. du 4 février 1911.
Numérotage. ~ Arr. du 7 novembre 1911.
Servitude. ~ Interdiction de construire sur une zone de 5 m de largeur.
Dénomination. ~ Arr. du 24 juin 1907.";VIIe;voie publique;allée Thomy-Thierry, 22.;avenue de Suffren, 45.
;5827;Ecole Militaire. Necker. Grenelle.;avenue;de;lowendal;avenue de Lowendal;5768;"Orig. du nom. ~ Le comte Ulric Frédéric Woldemar de Lowendal (1700-1755), maréchal de France ; voisinage de l'Ecole Militaire.
Historique. ~ Voie tracée en 1770 et cédée par l'Etat à la Ville de Paris (Loi du 19 mars 1838). La partie entre l'avenue de Tourville et la place de Fontenoy a porté le nom de Boufflers, jusque vers 1830 ; pendant la Révolution, c'était l'avenue du Quartier de la Cavalerie.
Site classé. ~ Les abords de l'Hôtel des Invalides ont été classés comme site par arr. min. du 14 février 1963.
Monument classé. ~ Ecole Militaire de Paris (à l'exception de certaines parties).";28.4;800.0;"Alignements (retenus au POS et non repris au PLU). ~ Ord. du 9 août 1844, au droit du n° 12.
Alignements (non retenus au POS et non repris au PLU). ~ Ord. du 9 août 1844 sauf au droit du n° 12.";VIIe,XVe;voie publique;avenue de Tourville, et boulevard de La Tour-Maubourg, 102.;rue Alexandre Cabanel, et avenue Roger Cahen.
1922-05-15T01:00:00+01:00;3061;Champs Elysées.;avenue;;dutuit;avenue Dutuit;3094;"Orig. du nom. ~ Auguste Dutuit (1812-1902), collectionneur français, a fait don à la Ville de Paris de toutes ses collections artistiques installées au Petit Palais des Champs Elysées.
Historique. ~ Précédemment, avenue E.
Site classé. ~ Le jardin des Champs Elysées a été classé comme site par arr. min. en date du 19 novembre 1910.
Monument classé. ~ Petit Palais.";20.0;190.0;Dénomination. ~ Arr. du 15 mai 1922.;VIIIe;voie publique;cours La Reine.;avenue des Champs Élysées.
1970-11-13T01:00:00+01:00;1820;Champs Elysées. Faubourg du Roule. Chaillot. Ternes.;place;;charles de gaulle;place Charles De Gaulle;1830;"Orig. du nom. ~ Charles de Gaulle (1890-1970), général, chef de la France Libre et président de la République française de 1959 à 1969.
Historique. ~ Précédemment, place de l'Etoile. Créée vers 1670. Une loi du 22 juin 1854 a autorisé l'Etat à céder à la Ville de Paris des terrains provenant de l'ancien promenoir de Chaillot pour achever et embellir les abords de l'Arc de Triomphe de l'Etoile.
Monument classé. ~ Arc de Triomphe de l'Etoile.";0.0;0.0;"Classement dans la voirie parisienne. ~ Déc. du 23 mai 1863.
Alignements (retenus au POS et non repris au PLU). ~ Déc. du 13 août 1854, au droit du n° 5.
Alignements (non retenus au POS et non repris au PLU). ~ Déc. du 13 août 1854 sauf au droit du n° 5.
Servitude. ~ Déc. du 13 août 1854, prévoyant la construction de maisons symétriques et l'établissement d'une zone de servitude ""non aedificandi"" d'une largeur de 16 m.
Dénomination. ~ Arr. du 13 novembre 1970.";VIIIe,XVIe,XVIIe;voie publique;intersection des avenues des Champs Elysées, de Friedland, Hoche, de Wagram, Mac-Mahon, Carnot, de la Grande Armée, Foch, Victor Hugo, Kléber, d'Iéna et Marceau.;
1932-05-26T01:00:00+01:00;2815;Hôpital Saint-Louis. Porte Saint-Martin.;place;du;docteur alfred fournier;place du Docteur Alfred Fournier;2833;"Orig. du nom. ~ Jean Alfred Fournier (1832-1914), médecin syphiligraphe français ; voisinage de l'hôpital Saint-Louis.
Monuments classés. ~ Hôpital Saint-Louis (les bâtiments entourant la cour centrale ; les deux pavillons du jardinier ; le pavillon Henri IV et les trois galeries attenantes ; le réservoir ; les trois pavillons en équerre - Lugol, direction et oto-rhino avec la galerie attenante - le pavillon d'entrée et la chapelle).";20.0;25.0;Dénomination. ~ Arr. du 26 mai 1932.;Xe;voie publique;rue Bichat.;avenue Richerand.
1905-12-07T01:00:00+01:00;3587;Clignancourt.;rue;;ferdinand flocon;rue Ferdinand Flocon;3601;"Orig. du nom. ~ Ferdinand Flocon (1800-1866), homme politique français.
Historique. ~ Précédemment rue Flocon (arr. du 9 février 1885). Ouverte par la Ville de Paris.";12.0;140.0;"Ouverture. ~ Ouverte en 1882.
Classement, alignements (non retenus au POS et non repris au PLU) et nivellement. ~ Déc. du 24 décembre 1884.
Dénomination. ~ Arr. du 12 juillet 1905.";XVIIIe;voie publique;rue Ramey, 56, et rue Eugène Süe, 1.;rue Ordener, 99 bis, et rue Simart, 43.
1868-10-08T00:53:28+00:53;9178;Clignancourt.;rue;;tardieu;rue Tardieu;9144;"Orig. du nom. ~ Famille qui compte un grand nombre de graveurs célèbres (XVIIIe et XIXe siècles).
Historique. ~ Précédemment rue A.";12.0;75.0;"Ouverture et alignements (non retenus au POS et non repris au PLU). ~ Déc. du 8 juin 1858 (UP), sauf du côté pair, sur une longueur de 21 m environ à partir de la place Suzanne Valadon.
Classement dans la voirie parisienne. ~ Déc. du 23 mai 1863. Précédemment voie de l'ancienne commune de Montmartre.
Numérotage. ~ Arr. du 11 mai 1874.
Dénomination. ~ Déc. du 10 août 1868.";XVIIIe;voie publique;place Saint-Pierre, 19 et place Suzanne Valadon, 1.;rue Chappe, 2.
2005-11-14T01:00:00+01:00;4522;Gare.;rue;;hélène brion;rue Hélène Brion;4465;"Historique.~ Voie projetée dans le cadre de l'aménagement de la ZAC `Paris Rive Gauche`, précédemment dénommée voie EM/13.
Orig. du nom.~ Hélène Brion (Clermont-Ferrand, 1882-Ennery, 1962), institutrice, militante féministe. Nommée secrétaire adjointe de la C.G.T. en janvier 1914, elle se fit reconnaître dès 1915 pour ses prises de positions en faveur de la propagande pacifiste.";10.0;310.0;Dénomination.~ Arr. mun. du 14 novembre 2005.;XIIIe;voie privée destinée à devenir publique;quai Panhard et Levassor, 41.;avenue de France, 66.
1971-06-12T01:00:00+01:00;6447;Charonne.;square;de;monsoreau;square de Monsoreau;6373;"Orig. du nom. ~ La Dame de Monsoreau, l'un des romans d'Alexandre Dumas.
Historique. ~ Créé lors de la reconstruction de l'îlot, elle avait été provisoirement dénommée CF/20.";4.0;180.0;"Création. ~ Créé en 1971.
Dénomination. ~ Déc. préf. du 6 décembre 1971.";XXe;voie privée;impasse des Orteaux, rue Monte Cristo, 17, et rue Alexandre Dumas, 93.;
;X232;Belleville.;voie;;dm/20;voie DM/20;Y245;Historique. ~ Voie créée dans le cadre de l'aménagement de la Zac `Belleville`.;2.8;26.0;;XXe;voie privée;rue des Envierges, 21.;en impasse.
1936-10-14T01:00:00+01:00;4203;Saint-Fargeau.;rue;des;glaïeuls;rue des Glaïeuls;4155;"Orig. du nom. ~ Proximité des anciens parcs de Bagnolet et des Bruyères.
Historique. ~ Précédemment, chemin de la Zone. L'assiette de la rue des Glaïeuls a été réduite à l'occasion de l'aménagement du boulevard Périphérique en 1969. Le tronçon qui était compris entre la rue de Guébriant et l'emprise du boulevard Périphérique a été déclassé par arrêté du 4 février 1974 et supprimé.";0.0;73.0;Dénomination. ~ Arr. du 14 octobre 1936.;XXe;voie publique;rue Charles Cros.;place du Maquis du Vercors et avenue de la Porte des Lilas.
1869-03-09T00:53:28+00:53;5985;Charonne.;rue;des;maraîchers;rue des Maraîchers;5912;"Orig. du nom. ~ Bordée jadis par des jardins maraîchers.
Historique. ~ Précédemment rue des Quatre Jardiniers dans les parties A et B, et rue du Chemin de Fer dans la partie C. Le passage Lée, situé entre le cours de Vincennes et la rue de Lagny, a été englobé par la rue des Maraîchers. La partie comprise entre la rue de la Plaine et la rue des Pyrénées est tracée sur le plan de Roussel (1730). La rue du Chemin de Fer était anciennement dénommée rue de la Voie Neuve entre les rues d'Avron et des Haies, ruelle des Bosquets entre les rues des Haies et des Pyrénées.";20.0;1090.0;"Classement. ~ Déc. du 23 mai 1863, partie A. Déc. du 23 mai 1863 (dans la voirie parisienne), parties B et C. Précédemment voie de l'ancienne commune de Charonne dans ces deux dernières parties.
Alignements (retenus au POS et non repris au PLU). ~ Arr. préf. du 6 octobre 1859, au droit des nos 82, 88-90 et 100 à 104.
Alignements (non retenus au POS et non repris au PLU). ~ Arr. du 30 août 1932, côté impair, partie A, et pan coupé, côté pair, à l'angle du cours de Vincennes. Déc. du 3 septembre 1850, côté impair, sur une longueur de 135 m environ à partir de la rue de Lagny. Déc. du 31 mars 1936, le surplus de la partie B et pan coupé, côté impair, à l'angle de la rue de Lagny, côté impair. Arr. préf. du 6 octobre 1859, partie C, sauf au droit des nos 82, 88-90 et 100 à 104.
Nivellement. ~ Arr. du 30 août 1932, partie A. Déc. du 31 mars 1936, partie B.
Numérotage. ~ Arr. du 19 août 1874.
Dénomination. ~ Arr. du 3 septembre 1869.";XXe;voie publique;cours de Vincennes, 83-87.;rue des Pyrénées, 112.
1998-12-16T01:00:00+01:00;7490;Père Lachaise.;impasse;du;pilier;impasse du Pilier;7466;;3.0;96.0;Dénomination. ~ Déc. mun. du 16 décembre 1998.;XXe;voie privée;boulevard de Ménilmontant, 8.;
;4712;Père Lachaise.;villa;;industrielle;villa Industrielle;4621;Orig. du nom. ~ Bordée d'ateliers.;3.0;50.0;;XXe;voie privée;rue de la Chine, 42.;en impasse
1954-10-28T01:00:00+01:00;4352;Saint-Fargeau.;rue;du;groupe manouchian;rue du Groupe Manouchian;4316;"Orig. du nom. ~ Groupe de 22 résistants, fusillés par les Allemands en 1944.
Historique. ~ Cette voie a englobé l'impasse Fleury, l'impasse du Progrès et la voie non dénommée reliant ces impasses.";12.0;255.0;"Ouverture, classement, alignements (non retenus au POS et non repris au PLU) et nivellement. ~ Déc. du 23 janvier 1934.
Numérotage. ~ Arr. du 29 juin 1955.
Dénomination. ~ Arr. du 28 octobre 1954.";XXe;voie publique;rue du Surmelin, 31.;avenue Gambetta, 100-108.
;2506;Clignancourt.;rue;;cyrano de bergerac;rue Cyrano De Bergerac;2499;"Orig. du nom. ~ Savinien Cyrano de Bergerac (1619-1655), littérateur français. Doit sa célébrité à une pièce d'Edmond Rostand.
Historique. ~ Ouverte par M. Daval.";12.0;100.0;"Ouverture. ~ Ouverte en 1897.
Classement, alignements (non retenus au POS et non repris au PLU) et nivellement. ~ Arr. préf. du 19 novembre 1985.";XVIIIe;voie publique;rue Francoeur, 12.;rue Marcadet, 115-119.
;5169;Clignancourt.;passage;;kracher;passage Kracher;5075;Orig. du nom. ~ M. Kracher, propriétaire.;12.0;90.0;"Classement et nivellement. ~ Arr. du 19 janvier 1970.
Alignements (non retenus au POS et non repris au PLU). ~ L'arr. du 24 janvier 1952 (relatif à la rue de Clignancourt) a approuvé l'alignement sur la propriété portant le n° 141 sur la rue de Clignancourt. Arr. du 19 janvier 1970, le surplus.";XVIIIe;voie publique;rue de Clignancourt, 137.;rue Neuve de la Chardonnière, 10.
1931-01-17T01:00:00+01:00;7649;Ternes.;avenue;de la;porte de champerret;avenue de la Porte de Champerret;7610;"Orig. du nom. ~ Voisinage de l'ancienne porte de Champerret.
Historique. ~ Précédemment partie du boulevard Bineau (RD n° 7) située autrefois sur le territoire de Levallois-Perret annexé à Paris par décret du 27 juillet 1930.";30.0;265.0;"Déclassement. ~ Arr. mun. du 27 mars 1985, au droit du n° 16.
Alignements (non retenus au POS et non repris au PLU). ~ Arr. du 6 mars 1875.
Dénomination. ~ Arr. du 17 janvier 1931.";XVIIe;voie publique;Boulevard de l'Yser, 2 et boulevard de la Somme.;rue Cino Del Duca, 1 et rue Jacques Ibert, 49.
1897-05-06T01:00:00+01:00;5118;Plaine de Monceaux.;rue;;juliette lamber;rue Juliette Lamber;4982;Orig. du nom. ~ Mme Edmond Adam, dite Juliette Lamber, femme de lettres.;12.0;174.0;"Ouverture. ~ Ouverte en 1882.
Classement, alignements (non retenus au POS et non repris au PLU) et nivellement. ~ Déc. du 19 février 1895.
Numérotage. ~ Arr. du 22 mars 1927.
Dénomination. ~ Arr. du 5 juin 1897.";XVIIe;voie publique;boulevard Pereire, 36-42.;boulevard Malesherbes, 190.
1994-10-02T01:00:00+01:00;2208;Epinettes.;rue;du;colonel manhès;rue du Colonel Manhès;2209;"Historique. ~ Précédemment passage des Epinettes (entre le 25 rue des Epinettes et la rue Berzélius), et rue Berzélius prolongée (entre le passage Berzélius et la rue du Colonel Manhès). La partie comprise entre les rues de La Jonquière et Pouchet avait été provisoirement dénommée M/17.
Orig. du nom. ~ Colonel Frédéric Henri Manhès (1889-1959). Résistant, fondateur et président de la Fédération nationale des déportés, internés, résistants et patriotes.";6.0;82.0;"Alignements (non retenus au POS et non repris au PLU). ~ Arr. préf. du 29 août 1961 entre la rue Berzélius et le passage des Epinettes. Arr. du 9 août 1972, côté impair et côté pair entre les rues de la Jonquière et Berzélius.
Nivellement. ~ Arr. du 9 août 1972.
Dénomination. ~ 1° Arr. préf. du 7 mai 1965, partie située parallèlement au chemin de fer, portion de l'ancienne partie de la rue Berzélius prolongée (actuellement partie de la rue Berzélius) (A). Cette voie devait s'étendre de part et d'autre de la partie A, pour relier la rue de La Jonquière à la rue Pouchet en longeant le chemin de fer de ceinture par une voie de 14 m de large. Cette réalisation approuvée par arr. préf. du 9 avril 1972 (ouverture et alignements), non repris au plan d'occupation des sols de Paris, n'a été exécutée que partiellement. 2° Arr. mun. du 10 février 1994, étendant la dénomination rue du Colonel Manhès au passage des Epinettes et à la partie de la rue Berzélius prolongée située entre le passage Berzélius et la rue du Colonel Manhès.";XVIIe;voie publique;rue Pouchet, 67.;rue Berzélius, 3.
1894-12-28T01:00:00+01:00;6059;Plaine de Monceaux.;rue;;margueritte;rue Margueritte;5984;"Orig. du nom. ~ Louis César Auguste Margueritte (1798-1857), l'un des fondateurs de la Compagnie parisienne du Gaz. Son fils, Louis Joseph Frédéric Margueritte (1822-1891), a été président du Conseil d'administration de cette Compagnie.
Historique. ~ Ouverte par la Compagnie du Gaz.";15.0;234.0;"Ouverture. ~ Ouverte en 1892.
Classement, alignements (non retenus au POS et non repris au PLU) et nivellement. ~ Déc. du 8 janvier 1894.
Dénomination. ~ Arr. du 28 décembre 1894.";XVIIe;voie publique;boulevard de Courcelles, 104.;avenue de Wagram, 76 et rue Cardinet, 2.
;A787;Chapelle.;voie;;bc/18;voie BC/18;Y559;Historique. ~ Bretelle de liaison aménagée à l'occasion de la création du boulevard Périphérique.;10.0;230.0;Observation. ~ Bretelle d'accès au boulevard Périphérique extérieur est à partir de la place Skanderbeg (Porte d'Aubervilliers).;XVIIIe;voie publique;place Skanderbeg.;boulevard Périphérique extérieur est.
1868-07-20T00:53:28+00:53;6467;Clignancourt.;rue;du;mont cenis;rue du Mont Cenis;6392;"Orig. du nom. ~ Rue très abrupte ; a pris le nom du Mont-Cenis, massif des Alpes du Nord.
Historique. ~ Précédemment petite rue Saint-Denis entre les rues Norvins et Marcadet et rue Saint-Denis dans la partie B. La rue Saint-Denis était plus anciennement le chemin de la Procession. Ces voies étaient indiquées sur le plan de Jouvin de Rochefort (1672).
Monument classé. ~ Au n° 2 : église Saint-Pierre de Montmartre.";12.0;1304.0;"Observation. ~ Voie comprise en partie dans le site du Vieux Montmartre.
Classement dans la voirie parisienne. ~ Déc. du 23 mai 1863. Précédemment voie de l'ancienne commune de Montmartre.
Alignements (non retenus au POS et non repris au PLU). ~ Déc. du 28 août 1896, au droit du n° 2. Déc. du 24 décembre 1903, du n° 4 à la rue du Chevalier de La Barre. Les immeubles en saillie sur ces alignements ne sont pas soumis à la servitude de reculement. Déc. du 11 août 1867 (UP), le surplus de la voie jusqu'à la rue Francoeur, sauf sur des longueurs de : 1° côté impair : a) 16 m environ à partir de la rue Norvins ; b) 21 m environ à partir d'un point situé à 6 m environ de la rue Saint-Rustique ; c) 11 m environ avant la rue Saint-Vincent ; 2° côté pair : 4,50 m environ avant la rue Saint-Vincent. Déc. du 26 décembre 1882, entre les rues Francoeur et Marcadet (A). Déc. du 5 novembre 1883, entre les rues Marcadet et Belliard (B).
Nivellement. ~ Arr. du 24 décembre 1903, entre les rues Norvins et du Chevalier de la Barre. Déc. du 25 septembre 1904, entre les rues Lamarck et Caulaincourt. Déc. du 26 décembre 1882, partie A. Déc. du 5 novembre 1883, partie B.
Dénomination. ~ Arr. du 20 juillet 1868.";XVIIIe;voie publique;rue Saint-Éleuthère, et rue Azaïs, 2.;rue Belliard, 37-41.
